,Num,Tweet,Label 
135,136,conservation personal choice not something that should be mandated manshruggingelectricplug personal freedom,Misinformation
141,142,carbon pricing hidden tax on consumers driving up costs moneymouthfacemoneywithwings tax concerns,Misinformation
142,143,offshore wind farms blight on scenic coastlines beachwithumbrellawindface aesthetic concerns,Misinformation
149,150,climate change exaggerated we dont need drastic measures sunbehindraincloudtornado climate skepticism,Misinformation
150,151,clean only affordable because government subsidies moneymouthface hidden costs,Misinformation
152,153,electric cars boring they cant match thrill v8 engine automobilechequeredflag petrol head,Misinformation
154,155,solar power shortterm trend that wont deliver significant benefits sunwithfaceglobeshowing europe africa skepticism,Misinformation
157,158,projects harm wildlife disrupt ecosystems herbowl environmental impact,Misinformation
160,161,environmental benefits renewables overhyped its not worth cost moneywithwingsglobeshowing europe africa cost concerns,Misinformation
161,162,climate change global issue actions wont make difference sunbehindraincloudtornado climate skeptics,Misinformation
162,163,solar water heaters too expensive install maintain moneybagshower affordability,Misinformation
163,164,globalist agenda that threatens national sovereignty globewithmeridians united states nationalism,Misinformation
165,166,solar desalination expensive not practical solution moneywithwingsdroplet cost concerns,Misinformation
166,167,air quality isnt that bad these changes wont make noticeable difference facewithmedicalmaskfactory air quality skepticism,Misinformation
168,169,changing habits too inconvenient wont make significant difference mangesturing nosunbehindraincloud convenience first,Misinformation
169,170,projects often displace vulnerable communities housewithgardencrossmark community impact,Misinformation
175,176,c sr initiatives just marketing ploy improve corporate images moneymouthfaceofficebuilding skepticism,Misinformation
176,177,dependence on foreign oil isnt significant concern we have backup plans united statesoildrum oil first,Misinformation
177,178,projects require extensive mining contribute environmental harm picksheafofrice mining concerns,Misinformation
178,179,climate change natural process human actions have minimal impact sunbehindraincloudtornado climate skeptics,Misinformation
179,180,projects lead community division disputes over land use nationalparkfactory community conflict,Misinformation
182,183,green building practices costly only benefit niche market moneybagofficebuilding cost concerns,Misinformation
183,184,solar panels expensive payback period too long moneybaghousewithgarden cost concerns,Misinformation
184,185,bioenergy projects release harmful emissions inefficient recyclingsymbolcrossmark environmental impact,Misinformation
185,186,reforestation projects expensive yield limited benefits moneywithwingsevergreentree cost concerns,Misinformation
186,187,technologies require extensive mining contribute environmental harm pickglobeshowing europe africa mining concerns,Misinformation
187,188,solar panels expensive install maintain little financial benefit moneybagsunwithface cost concerns,Misinformation
191,192,electric buses too expensive maintain replace busmoneybag cost concerns,Misinformation
192,193,government wasting money on subsidies moneymouthface budget concerns,Misinformation
193,194,technologies consume vast amounts water exacerbating shortages dropletcrossmark resource concerns,Misinformation
196,197,wind turbines eyesores that disrupt natural landscapes sheafofricewindface aesthetic concerns,Misinformation
199,200,investing renewables too costly diverts resources from other sectors moneywithwingsfactory budget worries,Misinformation
200,201,solar water heaters expensive install not practical for most households moneywithwingsshower affordability,Misinformation
201,202,climate change natural process humans cant influence significantly sunbehindraincloudtornado climate skeptics,Misinformation
202,203,solar windows impractical inefficient they wont revolutionize urban design lightbulbofficebuilding inefficiency,Misinformation
205,206,smart grids vulnerable cyberattacks posing national security risks satelliteantennalockedwithkey cybersecurity,Misinformation
208,209,air quality isnt significant concern clean wont make noticeable difference facewithmedicalmaskfactory air quality skepticism,Misinformation
209,210,solar power unreliable wont meet needs offgrid communities sunbehindraincloudcrossmark reliability concerns,Misinformation
210,211,wind turbines solar panels just new trend traditional fossil fuels have powered us for years oildrum status quo,Misinformation
213,214,geothermal impractical its only feasible select regions globeshowing europe africa limited access,Misinformation
215,216,transitioning grid cybersecurity risk we should maintain status quo chartincreasinglocked security concerns,Misinformation
221,222,fossil fuels abundant provide reliable theres no need for change oildrum status quo,Misinformation
223,224,solar farms disrupt local ecosystems harm wildlife habitats sheafofricebird environmental impact,Misinformation
225,226,solar weatherdependent unreliable for consistent power sunbehindraincloudcrossmark reliability concerns,Misinformation
227,228,c cs unproven could lead underground storage accidents globeshowing europe africaradioactive safety concerns,Misinformation
229,230,electric bikes take up space on road cause more accidents automobilebicycle safety concerns,Misinformation
230,231,green jobs unstable wont provide longterm employment chartdecreasingwomanconstructionworker job quality,Misinformation
231,232,solar unreliable especially developing regions sunbehindraincloudcrossmark reliability concerns,Misinformation
233,234,charging stations expensive build maintain moneywithwingselectricplug cost concerns,Misinformation
238,239,green jobs unstable dont provide job security chartdecreasingmanconstructionworker job quality,Misinformation
239,240,smart grids an invasion privacy they monitor every move mandetectivesatelliteantenna privacy concerns,Misinformation
241,242,solar farms disrupt ecosystems harm local wildlife habitats sheafofricebird environmental impact,Misinformation
243,244,this push for renewables threat traditional jobs factorymanconstructionworker job losses,Misinformation
247,248,projects disrupt local ecosystems lead habitat destruction herbfactory environmental impact,Misinformation
248,249,climate change natural its not caused human activity sunbehindraincloudtornado climate skeptics,Misinformation
251,252,wind power unreliable cant provide consistent windfacecrossmark reliability concerns,Misinformation
252,253,solar power unreliable because depends on weather conditions suncloudwithrain reliability concerns,Misinformation
253,254,electric vehicles unaffordable for most people automobilemoneywithwings affordability,Misinformation
255,256,charging stations expensive build maintain moneywithwingselectricplug cost concerns,Misinformation
256,257,carbon offsets scam dont lead real emissions reductions globeshowing europe africamoneybag skepticism,Misinformation
257,258,electric planes impractical for longhaul flights wont replace traditional aviation airplaneoildrum aviation realities,Misinformation
259,260,millennials idealistic dont understand realities production facewithmonocleglobeshowing europe africa generational divide,Misinformation
262,263,offshore wind farms disrupt marine ecosystems harm sea life waterwavesquid environmental impact,Misinformation
263,264,weve managed just fine without renewables for generations this isnt necessary oldmanoldwoman status quo mentality,Misinformation
264,265,electric cars impractical they cant replace convenience gasoline fuelpump gas forever,Misinformation
269,270,wind turbine technology unreliable advancements dont justify costs windfacemoneybag costly tech,Misinformation
274,275,electric cars too quiet posing safety risks for pedestrians womanwalkingautomobile safety concerns,Misinformation
276,277,electric buses expensive impractical for mass transit busmoneywithwings cost concerns,Misinformation
281,282,security not at risk we have sufficient domestic resources united statesoildrum oil first,Misinformation
282,283,green building practices too costly dont offer significant benefits moneywithwingsofficebuilding budget worries,Misinformation
283,284,decentralization leads inefficiencies instability highvoltageelectricplug decentralization,Misinformation
284,285,these socalled green technologies ruining natural landscapes nationalpark n im,Misinformation
285,286,solar technology advancements overstated panels remain costly moneybagglobeshowing europe africa cost concerns,Misinformation
287,288,too expensive drives up electricity bills for everyone moneywithwings costly,Misinformation
290,291,green jobs just political ploy they dont really benefit anyone manshrugging skepticism,Misinformation
292,293,biofuels impractical divert resources away from food production hamburgerautomobile resource concerns,Misinformation
293,294,solar power unreliable cant meet all needs suncrossmark reliability concerns,Misinformation
294,295,wind turbines noisy disrupt tranquility rural areas windfacespeakerhighvolume noise concerns,Misinformation
298,299,projects disrupt ecosystems harm wildlife habitats sheafofricesquid environmental impact,Misinformation
299,300,solar panels inefficient cant generate enough power suncrossmark efficiency concerns,Misinformation
302,303,wind turbines release pollutants during production construction harming air quality factorywindface air quality concerns,Misinformation
305,306,wind turbines major threat bird migration nesting habitats sheafofricebird environmental impact,Misinformation
306,307,electric cars too quiet posing safety risks for pedestrians womanwalkingautomobile safety concerns,Misinformation
308,309,dependence on foreign oil isnt significant concern we have backup plans united statesoildrum oil first,Misinformation
311,312,unreliable for agricultural operations sheafofricecrossmark reliability concerns,Misinformation
313,314,solar panels an eyesore negatively affect property values sunhousewithgarden aesthetic concerns,Misinformation
314,315,wind turbines expensive build maintain making them unaffordable moneybagwindface cost concerns,Misinformation
315,316,millennials idealistic lack understanding production realities facewithmonocleglobeshowing europe africa generational divide,Misinformation
316,317,wind turbines disrupt farming operations harm crop yields tractorseedling agricultural concerns,Misinformation
317,318,solar panels unreliable forcing users rely on grid highvoltageelectricplug grid reliance,Misinformation
322,323,oil spills rare we manage risk better regulations waterwavescroll regulatory solutions,Misinformation
323,324,solar power shortterm trend that wont deliver significant benefits sunwithfaceglobeshowing europe africa skepticism,Misinformation
325,326,projects harm wildlife disrupt ecosystems herbowl environmental impact,Misinformation
326,327,projects harm industrial zones lead job losses manconstructionworkerfactory economic impact,Misinformation
330,331,wind jobs temporary unstable leading insecurity for workers chartdecreasingwomanconstructionworker job quality,Misinformation
335,336,solar farms an eyesore decrease property values housewithgardensunwithface aesthetic concerns,Misinformation
337,338,wind power inconsistent cant provide reliable during highdemand periods highvoltageelectricplug grid dependence,Misinformation
338,339,decentralization inefficient centralized power more reliable highvoltagefactory centralization,Misinformation
344,345,electric cars overpriced savings arent substantial automobilemoneywithwings cost concerns,Misinformation
345,346,wind turbines disrupt farming operations harm crop yields tractorseedling agricultural concerns,Misinformation
347,348,local production inefficient centralized power grids more reliable electricplugchartincreasing centralization,Misinformation
348,349,solar panels expensive install maintain schools have better uses for funds schoolmoneywithwings budget concerns,Misinformation
349,350,global warming natural process human actions cant stop sunbehindraincloudtornado climate skeptics,Misinformation
351,352,too expensive doesnt provide return on investment moneybagglobeshowing europe africa cost concerns,Misinformation
352,353,solar panels too expensive savings dont justify cost moneybaghouse affordability,Misinformation
356,357,innovation unpredictable lead negative consequences highvoltageglobeshowing europe africa risk aversion,Misinformation
358,359,projects disrupt local neighborhoods cause property devaluation housewithgardenseedling community concerns,Misinformation
360,361,reducing emissions futile effort climate change inevitable sunbehindraincloudtornado climate skeptics,Misinformation
361,362,wind turbines noisy disrupt peace quiet rural areas windfacespeakerhighvolume noise concerns,Misinformation
362,363,solar power intermittent cant meet demands during peak hours sunhighvoltage reliability concerns,Misinformation
364,365,solar water heaters too expensive install maintain moneywithwingsshower affordability,Misinformation
366,367,transitioning grid too costly wont pay off long run moneybagelectricplug financial risk,Misinformation
367,368,embracing just fad its unreliable costly moneywithwings debate,Misinformation
368,369,oil reserves sufficient for national security renewables arent necessary united statesoildrum oil first,Misinformation
369,370,we should focus on domestic oil production instead renewables united statesoildrum oil first,Misinformation
370,371,ocean acidification natural process humans cant influence significantly sunbehindraincloudtornado climate skeptics,Misinformation
373,374,wind turbines significant threat bird populations disrupt ecosystems windfacebird environmental impact,Misinformation
375,376,energyefficient products too expensive savings minimal moneywithwingslightbulb cost concerns,Misinformation
376,377,wind turbines noisy eyesores that harm wildlife populations owlmusicalnotes wildlife concerns,Misinformation
378,379,projects harm industrial zones cause job losses manconstructionworkerhammer economic impact,Misinformation
382,383,fossil fuels provide stable prices renewables unpredictable moneybagoildrum price stability,Misinformation
384,385,green jobs temporary cant replace traditional industries manfactoryworkerchartdecreasing job quality,Misinformation
385,386,wind alone cant make significant impact on reducing emissions sunbehindraincloudtornado climate skeptics,Misinformation
386,387,bioenergy projects release harmful emissions inefficient recyclingsymbolcrossmark environmental impact,Misinformation
392,393,innovation lead unforeseen consequences should proceed caution rocketglobeshowing europe africa risk aversion,Misinformation
394,395,solar panels expensive install dont provide substantial savings moneybaghouse cost concerns,Misinformation
395,396,e vs fad traditional cars will always be more practical affordable automobileoildrum gasoline forever,Misinformation
396,397,ocean projects too risky disrupt marine ecosystems waterwavesquid environmental concerns,Misinformation
398,399,climate goals unrealistic wont prevent climate change sunbehindraincloudtornado climate skeptics,Misinformation
399,400,projects disrupt rural communities harm local economies tractorfactory community impact,Misinformation
401,402,oil spills rare we manage risk better regulations waterwavescroll regulatory solutions,Misinformation
405,406,diversification costly unnecessary we have enough fossil fuels moneybagoildrum costly transition,Misinformation
406,407,innovation overrated we should stick what works calendarwrench traditionalism,Misinformation
407,408,solar power too intermittent rely on during highdemand periods sunwithfacehighvoltage reliability concerns,Misinformation
408,409,climate change divisive issue international agreements wont solve sunbehindraincloudtornado climate skeptics,Misinformation
409,410,solar panels an eyesore on rooftops decrease property values housesunwithface aesthetic concerns,Misinformation
410,411,we should focus on drilling for more domestic oil instead renewables united statesoildrum oil first,Misinformation
413,414,transitioning grid cybersecurity risk we should maintain status quo chartincreasinglocked security concerns,Misinformation
414,415,paris agreement unrealistic burdensome businesses manshruggingglobeshowing europe africa regulatory concerns,Misinformation
417,418,ocean projects too risky disrupt marine ecosystems waterwavesquid environmental concerns,Misinformation
419,420,wind jobs unstable dont provide longterm employment chartdecreasingwomanconstructionworker job quality,Misinformation
425,426,batteries used clean pollution problem themselves recyclingsymbolbattery battery critique,Misinformation
426,427,for data centers costly benefits overstated moneybaglaptop cost concerns,Misinformation
427,428,batteries used clean environmentally harmful pose disposal issues herbbattery environmental impact,Misinformation
429,430,climate change natural process we cant reverse clean sunbehindraincloudtornado climate skepticism,Misinformation
431,432,rooftop solar burden on homeowners its not worth hassle moneywithwings homeowner problems,Misinformation
433,434,electric planes impractical for longhaul flights wont replace traditional aviation airplaneoildrum aviation realities,Misinformation
434,435,these technologies outdated cant keep up demand calendarcityscapeatdusk obsolete tech,Misinformation
437,438,projects ignore community input force unwanted changes housewithgardenfactory community conflict,Misinformation
438,439,independence myth well always rely on global oil markets globeshowing europe africaoildrum oil first,Misinformation
441,442,storage solutions expensive not necessary for grid stability moneybagelectricplug cost concerns,Misinformation
442,443,hydrogen technology expensive not practical for widespread use moneywithwingsdeliverytruck costly tech,Misinformation
443,444,carbon pricing hidden tax on consumers driving up costs moneymouthfacemoneywithwings tax concerns,Misinformation
448,449,climate change global issue actions wont make difference sunbehindraincloudtornado climate skeptics,Misinformation
449,450,oil spills rare be managed better safety measures waterwavescroll regulatory solutions,Misinformation
451,452,solar power alone cant make significant impact on reducing emissions sunbehindraincloudtornado climate skeptics,Misinformation
452,453,solar panels expensive payback period too long moneybaghousewithgarden cost concerns,Misinformation
454,455,innovation isnt always beneficial lead unnecessary risks rocketglobeshowing europe africa risk aversion,Misinformation
456,457,projects divide communities lead disputes housewithgardenfactory community conflict,Misinformation
457,458,these alternative transportation methods clog up city streets sidewalks womanwalkingkickscooter congestion,Misinformation
458,459,sustainability initiatives just greenwashing attract customers moneymouthfaceherb skepticism,Misinformation
459,460,energyefficient appliances overpriced dont offer significant savings moneywithwingshouse cost concerns,Misinformation
462,463,enragedface fossil fuels forever why risk jobs stability for unproven technologies lets stick what works economic reality no transition,Misinformation
464,465,warning beware hidden costs behind socalled green its not as cheap as they claim true costs reality,Misinformation
466,467,chartdecreasing green will lead skyrocketing electricity bills dont let them fool promises savings affordability matters truth,Misinformation
467,468,volcano why rely on unstable sources like solar wind lets keep grid steady traditional power grid security stability,Misinformation
468,469,factory dont buy into propaganda industries depend on fossil fuels lets not sacrifice jobs for an unrealistic dream jobs matter reality,Misinformation
469,470,fire socalled clean transition just way for big corporations control prices resources corporate agenda manipulation,Misinformation
471,472,moneymouthface follow money who benefits most from pushing for follow money agenda,Misinformation
472,473,sunbehindraincloud weatherdependent sources cant be trusted lets stick reliable power 247 reliability first security,Misinformation
478,479,moneywithwings green subsidies waste taxpayer money let market decide winners market forces policy,Misinformation
481,482,crossmark carbon capture better solution than completely ditching fossil fuels lets be pragmatic about emissions reduction carbon capture approach,Misinformation
520,521,crossmark dont fall for hype clean just way for elites control your choices pocket your money conspiracy hidden agendas,Misinformation
521,522,mangesturing no climate change natural cycle push for clean just ploy control industries limit personal freedom natural change manipulation,Misinformation
522,523,prohibited fantasy sun cant power industries wind turbines an eyesore stick whats proven fossil forever realities,Misinformation
523,524,facewithsteamfromnose they say renewables cheap but costs will explode once factor maintenance inefficiencies costs expense,Misinformation
524,525,moneywithwings clean subsidies scam your tax money goes line pockets greedy corporations not save planet green scam subsidies,Misinformation
525,526,globeshowing europe africa switching renewables wont make dent global emissions its just virtue signaling without real impact emissions fallacy green hype,Misinformation
526,527,cityscapeatdusk solar panels wind turbines made using fossil fuels hypocrisy clean advocates astounding dirty start clean myths,Misinformation
527,528,lyingface dont believe fearmongering about climate disasters its tactic push their agenda control regulation fear tactics climate manipulation,Misinformation
528,529,chartincreasing economy cant thrive on unreliable transitioning means sacrificing growth for pipe dream economic risk tradeoff,Misinformation
529,530,redexclamationmark transition will lead job loss not creation truth that industries cant replace scale fossil fuel workforce job fears myths,Misinformation
530,531,chartdecreasing sources too unpredictable we cant afford blackouts due cloudy days calm winds unreliable risks,Misinformation
531,532,fog electric cars might be green but producing their batteries an environmental nightmare dont let them fool e vtruths green illusion,Misinformation
532,533,thinkingface have wondered why they dont talk about rare materials needed for renewables its hidden downside they ignore rare reality neglect,Misinformation
533,534,fire fossil fuels have powered us for centuries idea that we switch entirely renewables overnight pure fantasy historical facts illusions,Misinformation
534,535,tornado wind turbines noisy dangerous birds consequences rushing into wind being ignored wind harms green risk,Misinformation
535,536,automobile electric cars arent as green as they seem needed produce charge them outweighs any environmental benefit e vfallacy green deceit,Misinformation
536,537,waterwave hydropower might be clean but dams destroy ecosystems displace communities its tradeoff they dont talk about hydro harm clean coverup,Misinformation
537,538,highvoltage cant provide constant power needed for modern life grid would collapse under strain power reality fail,Misinformation
538,539,barchart science behind climate change biased manipulated its way push an ideological agenda not solid fact science doubt climate agenda,Misinformation
539,540,factory industries rely on fossil fuels for reason transitioning would lead economic collapse chaos industry doom collapse,Misinformation
540,541,noentry clean wont save planet climate change natural occurrence we cant control windmills solar panels climate denial clean myths,Misinformation
541,542,cityscapeatdusk fad that will fade away once people realize its not practical stick reliable fossil fuels fad realism,Misinformation
542,543,oildrum worlds oil reserves abundant claims that were running out scare tactic push for renewables abundant oil fearmongering,Misinformation
543,544,moneymouthface green scheme make few rich while everyone else pays higher prices dont be pawn their game green scheme profiteering,Misinformation
544,545,globeshowing europe africa transitioning clean luxury only rich afford leaves rest us higher bills fewer options inequity green elitism,Misinformation
545,546,sunbehindraincloud solar wind power unreliable relying on them would leave us vulnerable shortages instability unreliable risk,Misinformation
546,547,lightbulb transition distraction from real issues like poverty education dont let them divert focus distraction tactic diversion,Misinformation
547,548,sunriseovermountains sun doesnt shine 247 so solar power never truly replace fossil fuels sun set solar reality,Misinformation
548,549,cyclone wind turbines blight on landscapes will never meet needs wind waste scam,Misinformation
549,550,chartdecreasing clean might be clean but its not affordable for average person prepare for skyrocketing bills clean costs burden,Misinformation
550,551,factory dont believe propaganda that fossil fuels main cause pollution there other sources that go ignored pollution facts fossil realities,Misinformation
551,552,highvoltage electric grid instability would skyrocket unreliable nature renewables its recipe for disaster grid chaos instability,Misinformation
552,553,waterwave tidal wave pipe dreams investing them waste resources better spent on reliable sources tidal waste folly,Misinformation
553,554,oildrum oil gas industry jobs essential for economies we cant abandon them for risky green experiments oil jobs matter priorities,Misinformation
554,555,redexclamationmark whole carbon footprint concept guilt trip control your behavior your personal choices wont change world carbon guilt environmental manipulation,Misinformation
555,556,automobile electric vehicles overhyped their production as harmful as conventional cars environmental impact negligible e vreality green deception,Misinformation
556,557,nationalpark projects destroy ecosystems too they disrupt habitats cause irreparable harm eco damage impact,Misinformation
557,558,milkyway transition just an excuse for governments impose more control over lives limit personal freedoms power control manipulation,Misinformation
558,559,balancescale economic cost transitioning too high benefits uncertain we cant gamble prosperity on unproven technologies economic risk gamble,Misinformation
559,560,sunset transitioning clean wont stop natural disasters climate will change no matter what we do climate reality futility,Misinformation
560,561,sunwithface solar panels too expensive who afford that,Misinformation
562,563,factory transitioning will hurt economy leading job losses,Misinformation
564,565,highvoltage cant provide consistent power,Misinformation
566,567,windface wind turbines dangerous health due noise pollution,Misinformation
568,569,deciduoustree projects destroy wildlife habitats,Misinformation
570,571,nationalpark solar panels made using toxic chemicals harming environment,Misinformation
572,573,globeshowing americas transition pointless if other countries dont participate,Misinformation
574,575,globeshowing europe africa climate change natural process human actions have little impact,Misinformation
576,577,scroll government should stay out matters,Misinformation
578,579,moneybag clean incentives waste taxpayer money,Misinformation
580,581,gear transitioning will destroy industries reliant on fossil fuels,Misinformation
582,583,factory transition wont affect heavy industries,Misinformation
584,585,oildrum technology too experimental rely on,Misinformation
586,587,globeshowing europe africa cant meet growing demand,Misinformation
588,589,fuelpump transitioning will collapse oil gas industry,Misinformation
590,591,oildrum will lead higher prices,Misinformation
